type,title,description,director,n_directors,cast,n_cast_members,country,n_countries,main_country,continent,language,release_year,release_decade,date_added,year_added,delay_added,rating,rating_group,duration,duration_category,listed_in,n_genres,genre
Movie,Mark Gatiss: A Study in Sherlock,"Mark Gatiss, who co-created “Sherlock” and plays Mycroft Holmes, discusses the show with Benedict Cumberbatch, Martin Freeman and others in the cast.",Nathan Landeg,1,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Steven Moffat",6,Unknown,0,Unknown,Unknown,Unknown,2016,2010,2016-05-01,2016,0,TV-14,Teen,29,Short Film,Movies,1,Other
TV Show,Maron,"Marc Maron stars as Marc Maron, who interviews fellow comedians for his popular podcast, only to reveal more about his own neuroses and relationships.",Not Informed,0,"Marc Maron, Judd Hirsch, Josh Brener, Nora Zehetner, Andy Kindler",5,United States,1,United States,North America,English,2016,2010,2013-08-14,2013,0,TV-MA,Adult,4,Long-running Series,TV Comedies,1,Comedy
Movie,Maroon,"When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass.",Pulkit,1,"Manav Kaul, Devyani Cm, Saurabh Sachdeva, Sarika Singh, Suneel Sinha, Sumeet Vyas",6,India,1,India,Asia,Hindi,2016,2010,2017-02-01,2017,1,TV-MA,Adult,94,Feature Film,"Dramas, Independent Movies, International Movies",3,Drama
TV Show,Married at First Sight,"Set up by experts, four couples meet at the altar for the first time and test their compatibility after the wedding.",Not Informed,0,"Viviana Coles, Calvin Roberson, Pepper Schwartz",3,United States,1,United States,North America,English,2019,2010,2020-04-13,2020,1,TV-14,Teen,1,Limited Series,"Reality TV, Romantic TV Shows",2,Reality
TV Show,Mars,Fact meets fiction in this docudrama chronicling the journey of a spacecraft crew as it embarks in 2033 on a mission to colonize the red planet.,Everardo Gout,1,"Jihae, Alberto Ammann, Clémentine Poidatz, Anamaria Marinca, Sammi Rotibi, Nicholas Wittman, Cosima Shaw",7,United States,1,United States,North America,English,2018,2010,2019-11-01,2019,1,TV-PG,Teen,2,Short Series,"Docuseries, Science & Nature TV, TV Dramas",3,Documentary
Movie,Martial Arts of Shaolin,"In ancient China, Zhi Ming trains at the legendary Northern Shaolin temple to avenge the death of his father at the hands of a nefarious magistrate.",Chia-Liang Liu,1,"Jet Li, Jianqiang Hu, Qiuyan Huang, Qingfu Pan, Yu Chenghui, Yu Hai, Jianwen Zhang",7,"Hong Kong, China",2,Hong Kong,Asia,Cantonese,1986,1980,2018-08-16,2018,32,R,Adult,90,Feature Film,"Action & Adventure, International Movies",2,Action & Adventure
Movie,Martin Lawrence Live: Runteldat,"This provocative film sheds light on actor-comedian Martin Lawrence's roots, his rise to fame and his walk on the wild side.",David Raynr,1,Martin Lawrence,1,United States,1,United States,North America,English,2002,2000,2019-12-01,2019,17,R,Adult,104,Feature Film,Stand-Up Comedy,1,Comedy
Movie,Martin Luther: The Idea that Changed the World,"This docudrama tells the dramatic story of the monk who took on the Catholic Church, tracing his life before and after the contentious ""95 Theses.""",David Batty,1,Hugh Bonneville,1,United States,1,United States,North America,English,2017,2010,2018-01-01,2018,1,TV-PG,Teen,55,Medium-length Film,"Documentaries, Faith & Spirituality",2,Documentary
Movie,Martyrs of Marriage,This documentary reveals the cracks in India's anti-dowry act and gives voice to both women and men who've been victimized by the law's abusers.,Deepika Narayan Bhardwaj,1,Not Informed,0,India,1,India,Asia,Hindi,2016,2010,2018-03-15,2018,2,TV-14,Teen,83,Feature Film,"Documentaries, International Movies",2,Documentary
Movie,Marvel & ESPN Films Present: 1 of 1: Genesis,"This documentary explores the connections between elite athletes and Marvel superheroes such as Spider Man, Black Widow and Captain America.",Eric Drath,1,"Manny Pacquiao, Michael Smith, Tony Hawk, Esther Howard, Alex Morgan, Danica Patrick, Russell Wilson, Carmelo Anthony, Dwight Howard, Joe Quesada, Albert Pujols, Brandi Chastain, Cal Ripken Jr.",13,Unknown,0,Unknown,Unknown,Unknown,2014,2010,2015-03-15,2015,1,TV-PG,Teen,77,Feature Film,"Documentaries, Sports Movies",2,Documentary
Movie,Marvel's Iron Man & Hulk: Heroes United,"When scientists join Hulk's gamma energy with Tony Stark's Arc Reactor, the resulting force creates a foe that only the two Marvel heroes can combat.","Leo Riley, Eric Radomski",2,"Adrian Pasdar, Fred Tatasciore, Dee Bradley Baker, Robin Atkin Downes, David Kaye",5,United States,1,United States,North America,English,2013,2010,2014-02-16,2014,1,PG,Family,72,Feature Film,"Action & Adventure, Sci-Fi & Fantasy",2,Action & Adventure
Movie,Mary and the Witch's Flower,"Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan.",Hiromasa Yonebayashi,1,"Ruby Barnhill, Kate Winslet, Jim Broadbent, Ewen Bremner, Lynda Baron, Louis Ashbourne Serkis, Morwenna Banks, Teresa Gallagher, Rasmus Hardiker",9,Japan,1,Japan,Asia,Japanese,2017,2010,2018-07-17,2018,1,PG,Family,103,Feature Film,"Anime Features, Children & Family Movies",2,Anime
Movie,Mary Poppins Returns,"In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears.",Rob Marshall,1,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Pixie Davies, Nathanael Saleh, Joel Dawson, Julie Walters, Meryl Streep, Colin Firth, Dick Van Dyke",11,"United States, United Kingdom",2,United States,North America,English,2018,2010,2019-07-09,2019,1,PG,Family,131,Feature Film,"Children & Family Movies, Music & Musicals",2,Family
TV Show,Mary Portas: Secret Shopper,Retail consultant Mary Portas collaborates with Britain's most complained-about stores to help them better serve fed-up customers.,Not Informed,0,Mary Portas,1,United Kingdom,1,United Kingdom,Europe,English,2016,2010,2019-07-26,2019,3,TV-14,Teen,1,Limited Series,"British TV Shows, International TV Shows, Reality TV",3,TV Shows
Movie,Masoom,A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.,Shekhar Kapur,1,"Shabana Azmi, Naseeruddin Shah, Saeed Jaffrey, Jugal Hansraj, Urmila Matondkar, Aradhana Srivastav, Tanuja, Supriya Pathak",8,India,1,India,Asia,Hindi,1983,1980,2019-12-31,2019,36,TV-14,Teen,138,Feature Film,"Dramas, Independent Movies, International Movies",3,Drama
Movie,Master,"Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger.",Ui-seok Jo,1,"Byung-hun Lee, Dong-won Gang, Woo-bin Kim, Ji-won Uhm, Dal-su Oh, Kyung Jin, Gang Dong-won",7,South Korea,1,South Korea,Asia,Korean,2016,2010,2018-02-01,2018,2,NR,Unknown,143,Feature Film,"Action & Adventure, International Movies",2,Action & Adventure
Movie,Mater,A single man in his 30s overwhelmed by his domineering mother meets a lesbian couple willing to go to extreme lengths to have a child.,Pablo D'Alo Abba,1,"Lautaro Perotti, Tamara Kiper, Inda Lavalle, Miriam Odorico, Araceli Dvoskin, Gonzalo Ruiz, Patricio Aranguren, Marina Bellati, Luciana Fuks, Martin Slipak",10,Argentina,1,Argentina,South America,Spanish,2017,2010,2018-08-01,2018,1,TV-MA,Adult,80,Feature Film,"Dramas, Independent Movies, International Movies",3,Drama
Movie,Matichya Chuli,"A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son.","Sudesh Manjrekar, Atul Kale",2,"Sudhir Joshi, Vandana Gupte, Ankush Chaudhari, Madhura Velankar, Sanjay Mone, Anand Abhyankar",6,India,1,India,Asia,Hindi,2006,2000,2018-02-15,2018,12,TV-14,Teen,132,Feature Film,"Comedies, Dramas, International Movies",3,Comedy
Movie,Max Rose,An aging jazz musician learns after his wife's death that she may have been unfaithful to him decades before.,Daniel Noah,1,"Jerry Lewis, Kerry Bishé, Illeana Douglas, Rance Howard, Kevin Pollak, Mort Sahl, Dean Stockwell, Lee Weaver, Claire Bloom",9,United States,1,United States,North America,English,2013,2010,2017-01-15,2017,4,TV-14,Teen,84,Feature Film,"Dramas, Independent Movies",2,Drama
Movie,May We Chat,"A messaging app unites a mute prostitute, an unruly rich girl and a stormy young woman, three Hong Kong teens living in pain and excess.",Philip Yung,1,"Irene Wan, Peter Mak, Rainky Wai, Heidi Lee, Kabby Hui, Paulyn Sun, Dominic Ho, Au Cheuk-Man",8,Hong Kong,1,Hong Kong,Asia,Cantonese,2014,2010,2018-08-26,2018,4,TV-MA,Adult,99,Feature Film,"Dramas, International Movies",2,Drama
Movie,May You Prosper,"A man's inability to conquer his personal insecurities and distrust of other people leads to problems with his on-again, off-again wife and their son.","Hassan Hegazy, Shady Ali",2,"Ahmed Rizk, Bosy, Bayoumi Fouad, Mahmoud Ellithy, Hayatem, Hesham Ismail, Tamer Shaltout, Alaa Morsy",8,Egypt,1,Egypt,Africa,Arabic,2017,2010,2019-07-20,2019,2,TV-14,Teen,93,Feature Film,"Comedies, International Movies, Music & Musicals",3,Comedy
Movie,Maya Angelou: And Still I Rise,Poet and civil rights activist Maya Angelou is celebrated using her own words set over rare photographs and video illustrating her remarkable life.,"Bob Hercules, Rita Coburn Whack",2,"Maya Angelou, Cicely Tyson, Common, John Singleton, Alfre Woodard, Oprah Winfrey, Quincy Jones",7,United States,1,United States,North America,English,2016,2010,2017-05-01,2017,1,TV-PG,Teen,114,Feature Film,Documentaries,1,Documentary
Movie,Maynard,"Friends, family and political titans recall the impact of Atlanta's Maynard Jackson, the first African-American mayor of a major Southern city.",Samuel D. Pollard,1,Not Informed,0,United States,1,United States,North America,English,2017,2010,2018-09-02,2018,1,TV-PG,Teen,100,Feature Film,Documentaries,1,Documentary
Movie,Maza Pati Karodpati,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.,Sachin,1,"Sachin, Supriya Pilgaonkar, Ashok Saraf, Kishori Shahane, Suhas Bhalekar, Manchindra Kamble, Jairam Kulkarni, Nilu Phule, Shubha Khote",9,India,1,India,Asia,Hindi,1988,1980,2018-01-01,2018,30,TV-PG,Teen,132,Feature Film,"Comedies, International Movies, Romantic Movies",3,Comedy
Movie,Me and the Alien,"Hoping to pump up their sound, a punk band hires Pepe, a keyboardist with Down Syndrome, but tensions erupt when he steals the show with his talent.",Jesús Magaña Vázquez,1,"Ines De Tavira, Juan Pablo Campa, Paco de la Fuente, Juan Ugarte, Carlos Aragón, Gloria Toba, Jessy Bulbo, Tato Alexander, Fabiola Guajardo, Arturo Carmona",10,Mexico,1,Mexico,North America,Spanish,2016,2010,2017-02-14,2017,1,TV-MA,Adult,83,Feature Film,"Comedies, Dramas, International Movies",3,Comedy
Movie,Mean Dreams,"Desperate to start a new life with his girlfriend, a teenage boy steals drug money from her father, who happens to be the town's corrupt lawman.",Nathan Morlando,1,"Bill Paxton, Sophie Nélisse, Josh Wiggins, Colm Feore, Vickie Papavs, Joe Cobden, Ryan Blakely, George Buza",8,Canada,1,Canada,North America,English,2016,2010,2019-07-01,2019,3,R,Adult,105,Feature Film,"Dramas, Independent Movies, Thrillers",3,Drama
Movie,Mean Streets,"In New York's Little Italy, a low-level hoodlum wrestles with loyalty to his mobster uncle, his faith and his friendship with an inveterate gambler.",Martin Scorsese,1,"Robert De Niro, Harvey Keitel, David Proval, Amy Robinson, Richard Romanus, Cesare Danova, Victor Argo, George Memmoli",8,United States,1,United States,North America,English,1973,1970,2019-07-01,2019,46,R,Adult,112,Feature Film,"Classic Movies, Dramas, Independent Movies",3,Other
Movie,Meditation Park,An elderly immigrant matriarch from Hong Kong finally begins to break out of her shell of isolation when she suspects her husband of infidelity.,Mina Shum,1,"Cheng Pei-pei, Tzi Ma, Sandra Oh, Don McKellar, Zak Santiago, Liane Balaban, Alannah Ong, Lillian Lim, Jemmy Chen",9,Canada,1,Canada,North America,English,2017,2010,2018-03-09,2018,1,TV-PG,Teen,94,Feature Film,Dramas,1,Drama
Movie,Medium,"In 1930s Poland, a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others.",Jacek Koprowicz,1,"Władysław Kowalski, Michał Bajor, Jerzy Zelnik, Jerzy Stuhr, Grażyna Szapołowska, Jerzy Nowak, Ewa Dałkowska, Piotr Machalica, Zygmunt Zintel, Henryk Bista",10,"Poland, West Germany",2,Poland,Europe,Polish,1985,1980,2019-10-01,2019,34,TV-MA,Adult,90,Feature Film,"Horror Movies, International Movies, Thrillers",3,Horror
Movie,Meet the Trumps: From Immigrant to President,"Learn about Donald Trump's family history, including his immigrant grandfather's gold-rush enterprises and his dad's development of a property empire.","Paul Berczeller, Mark Radice",2,Not Informed,0,United Kingdom,1,United Kingdom,Europe,English,2017,2010,2017-10-25,2017,0,TV-14,Teen,48,Medium-length Film,Documentaries,1,Documentary
TV Show,Mega Food,"Visiting the busiest kitchens in the world, this reality series focuses on large-scale food production – and the people who make it happen.",Not Informed,0,Not Informed,0,United Kingdom,1,United Kingdom,Europe,English,2013,2010,2019-07-12,2019,6,TV-G,Family,1,Limited Series,"British TV Shows, Docuseries, International TV Shows",3,TV Shows
TV Show,MegaTruckers,"This reality ride-along offers a glimpse into the can-do, high-stakes world of big rig drivers who haul massive loads of cargo across Australia.",Not Informed,0,Not Informed,0,Australia,1,Australia,Oceania,English,2012,2010,2019-07-12,2019,7,TV-PG,Teen,1,Limited Series,Reality TV,1,Reality
Movie,Melle,"After recovering from a tragic experience, a young woman makes a journey to her father's homeland and falls in love with a kind-hearted doctor.",Binu Ulahhannan,1,"Amith Chakalakkal, Thanuja Karthik, Joy Mathew, Joju George, Krishna Prabha, Ambika Mohan, P. Balachandran, Illikkett Namboothiri",8,India,1,India,Asia,Hindi,2017,2010,2018-08-01,2018,1,TV-PG,Teen,110,Feature Film,"Dramas, International Movies, Romantic Movies",3,Drama
TV Show,Melodies of Life - Born This Way,"A celebrated pastry chef and his fellow staff members at a bake shop embark on bittersweet adventures in love, work and friendship.",Not Informed,0,Not Informed,0,Unknown,0,Unknown,Unknown,Unknown,2016,2010,2019-06-21,2019,3,TV-14,Teen,1,Limited Series,"International TV Shows, Romantic TV Shows, TV Comedies",3,International
Movie,Melvin Goes to Dinner,"When Melvin and his friends gather for dinner, their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves.",Bob Odenkirk,1,"Michael Blieden, Stephanie Courtney, Annabelle Gurwitch, Matt Price, David Cross, Maura Tierney, Kathleen Roll, Jack Black, Jenna Fischer, Fred Armisen",10,United States,1,United States,North America,English,2003,2000,2018-07-01,2018,15,R,Adult,84,Feature Film,"Comedies, Dramas, Independent Movies",3,Comedy
Movie,Memoir of a Murderer,"Hiding his own murderous past, a man suffering from Alzheimer's must protect his daughter from her boyfriend, who he suspects is also a serial killer.",Shin-yeon Won,1,"Kyung-gu Seol, Nam-gil Kim, Seol-hyun Kim, Dal-su Oh, Seok-jeong Hwang, In-Gum Jung, Ki-jun Shin, Jin-young Jang, Rina Shin, Hye-yoon Kim",10,South Korea,1,South Korea,Asia,Korean,2017,2010,2018-02-19,2018,1,TV-MA,Adult,118,Feature Film,"Dramas, International Movies, Thrillers",3,Drama
Movie,Memory Games,Glimpse into the brain's vast potential for memorization through the eyes of four competitive memory athletes as they share techniques and insights.,"Janet Tobias, Claus Wehlisch",2,Not Informed,0,"Germany, United States, Sweden",3,Germany,Europe,German,2018,2010,2019-06-19,2019,1,TV-14,Teen,86,Feature Film,Documentaries,1,Documentary
Movie,Men in Black,"A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth.",Barry Sonnenfeld,1,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobhan Fallon Hogan, Mike Nussbaum, Jon Gries, Sergio Calderón",10,United States,1,United States,North America,English,1997,1990,2019-10-19,2019,22,PG-13,Teen,98,Feature Film,"Action & Adventure, Comedies, Sci-Fi & Fantasy",3,Action & Adventure
Movie,Men in Black II,Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.,Barry Sonnenfeld,1,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross",10,United States,1,United States,North America,English,2002,2000,2019-10-01,2019,17,PG-13,Teen,88,Feature Film,"Action & Adventure, Comedies, Sci-Fi & Fantasy",3,Action & Adventure
Movie,Menorca,A hedonistic soccer mom takes a voyage of self-discovery when she tries to reconnect with her son by returning his pet rock to a Mediterranean island.,John Barnard,1,"Tammy Gillis, Sheila Campbell, Talia Pura, Dorothy Carroll, Logan Creran, Jason Wishnowski, Aaron Merke, Krystle Snow, Michael O'Sullivan",9,"Canada, Spain",2,Canada,North America,English,2016,2010,2017-08-27,2017,1,TV-MA,Adult,81,Feature Film,"Dramas, Independent Movies",2,Drama
Movie,Merantau,"In this fast-paced Indonesian thriller, a young martial arts master travels to Jakarta, where he saves an orphan from a human-trafficking ring.",Gareth Evans,1,"Iko Uwais, Sisca Jessica, Christine Hakim, Mads Koudal, Yusuf Aulia, Alex Abbad, Yayan Ruhian, Laurent Buson, Donny Alamsyah, Ratna Galih",10,Indonesia,1,Indonesia,Asia,Indonesian,2009,2000,2019-02-13,2019,10,R,Adult,112,Feature Film,"Action & Adventure, Dramas, International Movies",3,Action & Adventure
TV Show,Mere Papa Hero Hiralal,"A simple auto-rickshaw driver on the streets of Lucknow, Hiralal Tiwari does everything he can to give his gravely ill daughter a happy life.",Not Informed,0,"Sarwar Ahuja, Riva Arora",2,Unknown,0,Unknown,Unknown,Unknown,2018,2010,2018-05-01,2018,0,TV-14,Teen,1,Limited Series,"International TV Shows, TV Dramas",2,International
TV Show,Merlí,"An unconventional high school philosophy teacher upsets a few parents and staff, romances others and inspires all his pupils, including his gay son.",Not Informed,0,"Francesc Orella, David Solans, Candela Antón, Albert Baró, Adrian Grösser, Marcos Franz, Pau Poch, Júlia Creus, Carlos Cuevas, Elisabet Casanovas, Iñaki Mur, Pau Durà, Pere Ponce, Mar del Hoyo, Rubén de Eguia, Patrícia Bargalló, Assun Planas, Pep Jové, Anna Maria Barbany, Marta Marco, Jordi Martínez, Victòria Pagès, Marta Domingo, Anna Ycobalzeta, Oriol Pla, Pepa López",26,Spain,1,Spain,Europe,Spanish,2015,2010,2016-12-01,2016,1,TV-MA,Adult,1,Limited Series,"International TV Shows, TV Dramas, Teen TV Shows",3,International
Movie,Merry Men: The Real Yoruba Demons,"Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities.",Toka McBaror,1,"Ramsey Nouah, Jim Iyke, Ayo Makun, Falz, Richard Mofe-Damijo, Iretiola Doyle, Damilola Adegbite, Rosaline Meurer, Jide Kosoko, Ali Nuhu, Segun Arinze, Francis Duru",12,Nigeria,1,Nigeria,Africa,English,2018,2010,2019-09-21,2019,1,TV-MA,Adult,106,Feature Film,"Comedies, International Movies",2,Comedy
TV Show,Mexico Diseña,Young fashion designers vie for the chance to become Mexico's next big talent by competing before judges in grueling tests of creativity and stamina.,Not Informed,0,Not Informed,0,United States,1,United States,North America,English,2016,2010,2017-02-01,2017,1,TV-PG,Teen,1,Limited Series,"International TV Shows, Reality TV, Spanish-Language TV Shows",3,International
Movie,Mi Shivajiraje Bhosale Boltoy,"After a disgruntled man blames his Marathi heritage for his lack of his success, he is visited by Shivaji, a great medieval Marathi king.",Santosh Manjrekar,1,"Sachin Khedekar, Mahesh Manjrekar, Makarand Anaspure, Suchitra Bandekar, Siddharth Jadhav, Priya Bapat, Abhijit Kelkar, Ganesh Yadav, Reema Lagoo, Vidyadhar Joshi",10,India,1,India,Asia,Hindi,2009,2000,2018-01-01,2018,9,TV-14,Teen,148,Feature Film,"Comedies, International Movies, Sci-Fi & Fantasy",3,Comedy
Movie,MI-5,"When a terrorist escapes custody, MI-5 director Harry Pearce becomes the scapegoat. But the wily veteran still has some spycraft tricks up his sleeve.",Bharat Nalluri,1,"Peter Firth, Kit Harington, Jennifer Ehle, Elyes Gabel, Eleanor Matsuura, Tim McInnerny, Lara Pulver, David Harewood, Tuppence Middleton",9,United Kingdom,1,United Kingdom,Europe,English,2015,2010,2019-08-01,2019,4,R,Adult,105,Feature Film,"Action & Adventure, Dramas, International Movies",3,Action & Adventure
Movie,Middle School: The Worst Years of My Life,"At Hills Village Middle School, budding cartoonist Rafe and best pal Leo challenge their uptight principal by breaking every rule in his handbook.",Steve Carr,1,"Griffin Gluck, Lauren Graham, Rob Riggle, Thomas Barbusca, Andrew Daly, Adam Pally, Retta, Efren Ramirez, Isabela Moner, Alexa Nisenson, Jacob Hopkins",11,"United States, Cambodia",2,United States,North America,English,2016,2010,2019-03-03,2019,3,PG,Family,92,Feature Film,"Children & Family Movies, Comedies",2,Family
TV Show,Midnight Misadventures With Mallika Dua,"In this talk show, comedian Mallika Dua serves up big laughs as Shalishka and whips up a meal with her celebrity pals who dish on their diets and lives.",Not Informed,0,Mallika Dua,1,India,1,India,Asia,Hindi,2018,2010,2019-04-01,2019,1,TV-14,Teen,1,Limited Series,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",3,International
Movie,Midnight Special,"When his son exhibits supernatural powers, a father takes the youngster on the run to protect him from government authorities and religious fanatics.",Jeff Nichols,1,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver, Jaeden Martell, Sam Shepard, Bill Camp, Scott Haze, Paul Sparks",9,"United States, Greece",2,United States,North America,English,2016,2010,2020-09-07,2020,4,PG-13,Teen,112,Feature Film,"Action & Adventure, Sci-Fi & Fantasy",2,Action & Adventure
TV Show,Mighty Morphin Alien Rangers,Visitors arrive from space to help Red Ranger and his squad – temporarily stripped of their powers – fight against Lord Zedd and Rita Repulsa.,Not Informed,0,"Julia Jordan, Matthew Sakimoto, Sicily Johnson, Michael O'Laskey II, Michael R. Gotto, Justin Timsit, Rajia Baroudi, David Bacon, Jim Gray, Karim Prince, Alan Palmer, Tom Wyner, Barbara Goodson, Robert Axelrod, Kerrigan Mahan",15,Unknown,0,Unknown,Unknown,Unknown,1996,1990,2016-01-01,2016,20,TV-Y7,Kids,1,Limited Series,Kids' TV,1,Family
Movie,Milk,"Sean Penn stars in this biopic about Harvey Milk, the openly gay San Francisco politician who was murdered by a disgruntled city supervisor in 1978.",Gus Van Sant,1,"Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna, James Franco, Alison Pill, Victor Garber, Denis O'Hare, Joseph Cross, Stephen Spinella, Lucas Grabeel, Brandon Boyce",12,United States,1,United States,North America,English,2008,2000,2017-02-16,2017,9,R,Adult,128,Feature Film,"Dramas, Independent Movies, LGBTQ Movies",3,Drama
TV Show,Mini Wolf,Mini-Wolf and his fun-loving pals friends are always on the look out for a new adventure – even if it includes a little bit of mischief.,Not Informed,0,Not Informed,0,France,1,France,Europe,French,2014,2010,2018-09-16,2018,4,TV-G,Family,2,Short Series,Kids' TV,1,Family
Movie,Minnaminugu the FireFly,"A nameless widow juggles multiple jobs to support her daughter’s decision to study abroad, only to discover that she has other plans.",Anil Thomas,1,"Surabhi Lakshmi, Krishnan Balakrishnan, Rebecca Santhosh, Prem Prakash, Archana Padmini",5,India,1,India,Asia,Hindi,2017,2010,2018-08-01,2018,1,TV-14,Teen,128,Feature Film,"Dramas, International Movies",2,Drama
TV Show,Minute to Win It,"In this game show hosted by Olympian Apolo Anton Ohno, contestants compete by completing 60-second challenges using common household items.",Not Informed,0,Apolo Anton Ohno,1,United States,1,United States,North America,English,2013,2010,2018-12-15,2018,5,TV-PG,Teen,1,Limited Series,Reality TV,1,Reality
Movie,Miracle,U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.,Gavin O'Connor,1,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill, Patrick O'Brien Demsey, Michael Mantenuto, Nathan West, Kenneth Mitchell, Sam Skoryna, Billy Schneider, Michael Kopsa, Beverley Breuer, Lisa Marie Caruk, Ryan Walter, Nate Miller, Joseph Cure, Scott Johnson, Eric Peter-Kaiser, Bobby Hanson",21,"Canada, United States",2,Canada,North America,English,2004,2000,2018-06-01,2018,14,PG,Family,136,Feature Film,"Children & Family Movies, Dramas, Sports Movies",3,Family
Movie,Mirror Mirror,This remake of the classic Grimm tale follows fair-skinned Snow White on a quest to regain her royal throne with help from a team of shady dwarves.,Tarsem Singh,1,"Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane, Mare Winningham, Michael Lerner, Sean Bean, Robert Emms, Danny Woodburn, Martin Klebba, Sebastian Saraceno, Jordan Prentice, Mark Povinelli, Joe Gnoffo, Ronald Lee Clark",15,"United States, Canada",2,United States,North America,English,2012,2010,2020-04-24,2020,8,PG,Family,106,Feature Film,"Children & Family Movies, Comedies",2,Family
Movie,Mirzya,A modern love story is connected to an ancient folk tale as star-crossed lovers from different social classes are kept apart by their families.,Rakeysh Omprakash Mehra,1,"Harshvardhan Kapoor, Saiyami Kher, Anuj Choudhry, Art Malik, Om Puri, K.K. Raina, Anjali Patil",7,India,1,India,Asia,Hindi,2016,2010,2017-02-20,2017,1,TV-MA,Adult,129,Feature Film,"Dramas, International Movies, Music & Musicals",3,Drama
TV Show,Miss Dynamite,"Wealthy, beautiful Valentina falls in love, only to realize that her man and her family are involved with one of Mexico's most powerful drug cartels.",Not Informed,0,"Camila Sodi, Iván Sánchez, José María de Tavira, Hugo Stiglitz, José Sefami, Mauricio Isaac, Paulina Gaitán, Mara Cuevas, Mario Zaragoza, Alejandro Durán, Emilio Savinni, Pakey Vázquez, Anilú Pardo, Claudette Maillé, Rodrigo Murray, Camila Selser, Saúl Lisazo, Eréndira Ibarra",18,Mexico,1,Mexico,North America,Spanish,2015,2010,2018-05-05,2018,3,TV-14,Teen,1,Limited Series,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3,Crime
Movie,Miss Hokusai,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide.",Keiichi Hara,1,"Anne Watanabe, Yutaka Matsushige, Gaku Hamada, Kengo Kora, Jun Miho, Shion Shimizu, Michitaka Tsutsui, Ethan Murray, Kevin T. Collins, Barbara Goodson, Cindy Robinson, Mike Pollock, Robbie Daymond, Marc Diraison, Richard Epcar, Erica Lindbeck",16,Japan,1,Japan,Asia,Japanese,2015,2010,2017-10-01,2017,2,PG-13,Teen,90,Feature Film,Anime Features,1,Anime
Movie,Miss Julie,"On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook.",Liv Ullmann,1,"Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy",4,"Norway, United Kingdom, France, Ireland",4,Norway,Europe,Norwegian,2014,2010,2015-09-02,2015,1,PG-13,Teen,130,Feature Film,"Dramas, International Movies",2,Drama
Movie,Miss Me This Christmas,"With their divorce set to become final on Christmas day, a couple must decide if they're really ready to throw in the towel on their relationship.",Kenny Young,1,"Eva Marcille, Richard Gant, Redaric Williams, Allen Maldonado, Erica Ash, Brely Evans",6,United States,1,United States,North America,English,2017,2010,2017-12-19,2017,0,TV-14,Teen,85,Feature Film,Romantic Movies,1,Romance
Movie,Miss Representation,Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.,Jennifer Siebel Newsom,1,Not Informed,0,United States,1,United States,North America,English,2011,2010,2017-10-20,2017,6,NR,Unknown,90,Feature Film,Documentaries,1,Documentary
